time,x,y
0.0,-0.08617077021493613,0.12008716643488729
0.033,-0.085963065807881,0.12008454814516073
0.066,-0.0856188304139938,0.12008010790165853
0.099,-0.085134254414567,0.12007364418428208
0.132,-0.08450393728951949,0.12006486325286415
0.165,-0.08372082785551023,0.12005336583466861
0.198,-0.08277614596499859,0.12003862899646423
0.231,-0.08165928483174949,0.12001998237510196
0.264,-0.0803576929437356,0.11999657768200708
0.29700000000000004,-0.0788567343123177,0.1199673500886618
0.33,-0.07713952558606257,0.11993096972778651
0.363,-0.07518674832804902,0.11988578109133714
0.396,-0.07297643451701262,0.11982972755071436
0.42900000000000005,-0.07048372308598497,0.11976025754111237
0.462,-0.06768058505908464,0.11967420810928628
0.495,-0.06453551459127928,0.11956766048352166
0.528,-0.061013182962908884,0.11943576103869523
0.561,-0.05707405233923775,0.11927249943959012
0.5940000000000001,-0.05267394588820813,0.11907043378040458
0.627,-0.04776357067565347,0.11882035011003941
0.66,-0.04228798965324756,0.11851084073460148
0.6930000000000001,-0.036186039058104635,0.1181277819915445
0.726,-0.029389687706747776,0.11765368763912058
0.759,-0.0218233350627084,0.11706690841658811
0.792,-0.013403045685697532,0.11634064149033067
0.8250000000000001,-0.0040357188659582485,0.11544170516356961
0.8580000000000001,0.006381805908820301,0.11432902412173146
0.891,0.01796370427453379,0.11295175832708838
0.924,0.030836175785952206,0.11124699419108647
0.9570000000000001,0.045138493334944116,0.10913689962142938
0.99,0.061024072700090096,0.10652522487156854
1.0230000000000001,0.07860486729351773,0.10299827855696096
1.056,0.09670290984321206,0.09160133109209526
1.089,0.11480095239290639,0.06952129362722959
1.122,0.13505780586762509,0.04513814204517605
1.155,0.16225506702567957,0.036166607323566594
1.1880000000000002,0.19282034590654085,0.02657100318695875
1.221,0.226154786806842,0.013935643404701294
1.254,0.2599744563588314,-0.008105232719982654
1.2870000000000001,0.2937941259108207,-0.04082919884466661
1.32,0.32761379546281005,-0.08423625496935055
1.353,0.3614334650147994,-0.13832640109403446
1.3860000000000001,0.39525313456678873,-0.20309963721871843
1.419,0.4290728041187781,-0.27855596334340244
1.452,0.4628924736707674,-0.3646953794680865
1.485,0.49671214322275675,-0.4615178855927706
1.518,0.5305318127747466,-0.5690234817174549
1.5510000000000002,0.5643514823267365,-0.6872121678421391
1.584,0.5981711518787264,-0.8160839439668235
1.617,0.6319908214307163,-0.9556388100915078
1.6500000000000001,0.6658104909827062,-1.105876766216192
1.683,0.6996301605346961,-1.266797812340876
1.7160000000000002,0.733449830086686,-1.4384019484655601
1.749,0.7672694996386759,-1.620689174590244
1.782,0.8010891691906658,-1.8136594907149282
1.8150000000000002,0.8349088387426556,-2.017312896839612
1.848,0.8687285082946455,-2.2316493929642958
1.881,0.9025481778466354,-2.4566689790889797
1.9140000000000001,0.9363678473986253,-2.692371655213663
1.947,0.9701875169506152,-2.9387574213383467
